3,Weekend,Night,false,false,false
2,Weekday,Night,false,false,false
12,Weekday,Night,false,false,false
11,Weekend,Night,false,false,false
7,Weekend,Afternoon,false,false,false
25,Weekend,Afternoon,false,true,false
10,Weekday,Afternoon,true,false,false
16,Weekday,Morning,false,false,false
14,Weekday,Evening,false,true,false
12,Weekend,Evening,false,false,false
16,Weekday,Afternoon,false,false,false
5,Weekday,Afternoon,false,true,false
14,Weekday,Night,true,true,false
9,Weekday,Night,false,true,false
8,Weekday,Afternoon,false,false,false
8,Weekday,Night,false,false,false
18,Weekday,Night,true,false,false
17,Weekday,Afternoon,false,false,false
11,Weekday,Night,false,true,false
11,Weekend,Afternoon,false,true,true
2,Weekday,Evening,true,false,false
17,Weekend,Night,false,true,false
7,Weekend,Afternoon,false,true,false
3,Weekday,Afternoon,true,false,false
7,Weekday,Evening,false,false,false
14,Weekday,Night,false,true,false
3,Weekday,Afternoon,true,false,false
19,Weekday,Evening,false,true,false
16,Weekend,Morning,false,false,false
24,Weekend,Afternoon,false,false,false
4,Weekday,Afternoon,false,false,false
7,Weekend,Night,true,false,false
17,Weekday,Evening,false,true,false
14,Weekend,Night,false,false,false
16,Weekday,Morning,false,false,false
3,Weekday,Evening,false,false,false
7,Weekend,Evening,false,false,false
8,Weekend,Evening,false,false,false
7,Weekend,Afternoon,false,false,false
1,Weekend,Morning,false,false,false
14,Weekday,Afternoon,false,true,false
16,Weekday,Morning,true,false,false
15,Weekday,Evening,false,false,true
4,Weekday,Night,false,false,false
10,Weekday,Night,false,true,false
22,Weekday,Afternoon,false,false,false
4,Weekend,Evening,true,false,false
15,Weekday,Night,false,false,true
9,Weekday,Night,false,true,false
5,Weekday,Morning,false,false,false
12,Weekday,Afternoon,true,false,false
24,Weekend,Night,false,false,false
11,Weekday,Night,false,true,false
6,Weekday,Night,true,false,false
22,Weekday,Night,false,true,false
14,Weekend,Afternoon,false,false,false
15,Weekday,Morning,false,false,false
11,Weekday,Evening,true,true,false
14,Weekday,Evening,false,false,false
4,Weekday,Morning,true,false,false
11,Weekend,Afternoon,false,true,true
3,Weekday,Night,true,true,false
4,Weekday,Afternoon,false,false,false
8,Weekday,Morning,false,false,false
9,Weekday,Evening,false,false,false
4,Weekday,Night,false,false,false
3,Weekday,Night,false,true,false
15,Weekday,Afternoon,true,false,false
3,Weekday,Night,false,false,false
25,Weekday,Afternoon,false,false,false
19,Weekday,Morning,false,false,false
15,Weekend,Night,true,false,false
12,Weekday,Night,false,false,false
9,Weekday,Night,false,false,false
11,Weekday,Afternoon,false,true,false
12,Weekend,Evening,false,false,false
25,Weekday,Evening,false,false,false
9,Weekend,Morning,false,false,false
3,Weekday,Morning,false,true,false
8,Weekday,Night,false,false,false
4,Weekday,Night,false,false,false
10,Weekday,Morning,false,false,false
17,Weekday,Evening,false,false,false
6,Weekday,Night,false,false,false
7,Weekday,Night,true,false,false
22,Weekend,Night,false,false,false
20,Weekday,Evening,true,false,false
2,Weekend,Morning,false,true,false
25,Weekend,Morning,false,true,false
16,Weekday,Afternoon,false,false,false
22,Weekday,Evening,false,true,false
2,Weekday,Night,true,false,false
15,Weekday,Morning,false,false,false
12,Weekday,Night,true,false,false
18,Weekday,Afternoon,false,true,false
25,Weekday,Night,false,false,false
24,Weekday,Night,false,true,false
4,Weekday,Night,true,true,false
4,Weekday,Night,true,true,false
8,Weekday,Night,false,false,false
2,Weekday,Night,false,false,false
10,Weekday,Evening,false,false,false
4,Weekend,Night,true,true,false
18,Weekday,Night,false,false,false
2,Weekday,Morning,false,true,false
9,Weekday,Afternoon,false,false,false
6,Weekend,Afternoon,false,false,false
11,Weekday,Afternoon,true,true,false
4,Weekday,Morning,false,true,false
2,Weekday,Afternoon,true,false,false
20,Weekend,Night,false,true,false
16,Weekday,Night,false,false,false
6,Weekday,Night,false,false,false
9,Weekday,Afternoon,false,false,false
4,Weekday,Afternoon,false,false,false
17,Weekend,Night,false,false,false
18,Weekday,Afternoon,false,false,false
5,Weekend,Afternoon,false,false,false
2,Weekday,Afternoon,false,false,false
8,Weekend,Night,false,false,false
22,Weekday,Evening,false,true,false
7,Weekend,Evening,false,false,false
5,Weekday,Morning,false,true,false
15,Weekday,Morning,false,false,false
14,Weekday,Afternoon,false,false,false
4,Weekday,Morning,false,false,false
22,Weekend,Morning,false,false,false
1,Weekday,Afternoon,false,true,false
7,Weekday,Night,false,false,false
8,Weekend,Afternoon,false,false,false
6,Weekday,Night,true,false,false
10,Weekend,Evening,false,true,false
1,Weekday,Afternoon,false,false,false
20,Weekday,Night,false,true,false
6,Weekend,Afternoon,false,true,false
3,Weekend,Afternoon,true,false,false
17,Weekday,Morning,false,false,false
25,Weekend,Afternoon,false,false,false
25,Weekday,Evening,false,true,false
19,Weekday,Afternoon,false,false,false
2,Weekday,Night,false,true,false
9,Weekend,Night,true,false,false
7,Weekday,Evening,false,false,false
6,Weekday,Night,false,false,false
9,Weekend,Night,false,true,false
4,Weekday,Afternoon,false,false,false
8,Weekday,Morning,false,false,false
8,Weekday,Afternoon,false,false,false
19,Weekend,Morning,true,false,false
15,Weekday,Morning,false,true,false
7,Weekend,Afternoon,true,true,false
8,Weekday,Evening,false,false,false
5,Weekday,Morning,true,false,false
8,Weekday,Afternoon,false,false,false
25,Weekday,Night,false,false,false
12,Weekday,Night,false,true,false
18,Weekday,Night,false,false,false
5,Weekday,Evening,true,false,false
9,Weekend,Evening,true,false,false
17,Weekday,Afternoon,false,false,false
20,Weekday,Evening,false,true,false
8,Weekday,Night,false,false,false
12,Weekday,Night,false,false,false
15,Weekend,Afternoon,true,false,false
1,Weekday,Night,false,false,false
24,Weekend,Evening,false,false,false
19,Weekend,Afternoon,false,true,false
25,Weekday,Afternoon,false,false,false
18,Weekday,Night,false,false,false
18,Weekday,Night,false,false,false
12,Weekday,Night,false,false,false
16,Weekend,Morning,false,false,false
11,Weekday,Night,false,false,false
14,Weekday,Night,false,false,false
4,Weekday,Morning,false,false,false
2,Weekend,Night,false,false,false
15,Weekday,Afternoon,true,false,false
10,Weekday,Afternoon,false,true,false
11,Weekday,Morning,false,false,false
6,Weekday,Night,false,false,false
16,Weekday,Afternoon,false,true,false
2,Weekday,Afternoon,false,true,false
14,Weekend,Afternoon,false,false,false
18,Weekend,Night,false,false,false
11,Weekday,Afternoon,false,true,false
19,Weekday,Night,false,false,false
18,Weekday,Night,false,false,false
12,Weekday,Afternoon,false,false,false
12,Weekday,Morning,false,true,false
25,Weekend,Night,false,false,false
3,Weekday,Evening,false,false,false
1,Weekday,Morning,false,true,false
6,Weekday,Morning,false,false,false
18,Weekday,Evening,false,true,false
25,Weekday,Night,true,false,false
19,Weekend,Night,false,false,false
6,Weekday,Morning,false,false,false
9,Weekday,Afternoon,false,false,false
2,Weekday,Afternoon,false,false,false
11,Weekend,Morning,false,false,true
10,Weekend,Night,false,false,false
2,Weekday,Night,false,false,false
9,Weekend,Evening,false,true,false
11,Weekday,Night,false,true,false
25,Weekday,Night,false,true,false
18,Weekday,Afternoon,false,false,false
2,Weekday,Evening,false,true,false
14,Weekday,Morning,false,false,false
10,Weekday,Morning,false,false,false
15,Weekday,Afternoon,true,false,false
2,Weekday,Afternoon,false,false,false
12,Weekday,Afternoon,false,false,false
24,Weekday,Afternoon,false,false,false
18,Weekend,Night,false,false,false
18,Weekday,Night,false,false,false
6,Weekday,Afternoon,false,true,false
18,Weekend,Night,false,false,false
9,Weekday,Night,false,true,false
25,Weekday,Night,true,false,false
12,Weekday,Evening,false,false,false
19,Weekend,Evening,false,true,false
22,Weekday,Night,false,false,false
8,Weekday,Evening,false,false,false
8,Weekday,Morning,false,false,false
7,Weekday,Night,false,false,false
25,Weekday,Evening,false,true,false
8,Weekday,Night,false,true,false
7,Weekend,Afternoon,false,true,false
5,Weekend,Night,false,false,false
12,Weekday,Night,false,false,false
22,Weekday,Afternoon,false,false,false
20,Weekday,Evening,false,false,false
11,Weekday,Morning,false,false,false
16,Weekday,Evening,false,true,false
9,Weekday,Morning,false,true,false
9,Weekend,Afternoon,false,true,false
17,Weekend,Night,false,true,false
1,Weekday,Evening,false,true,false
10,Weekend,Afternoon,false,true,false
24,Weekend,Evening,false,false,false
2,Weekday,Morning,false,false,false
5,Weekday,Night,false,true,false
14,Weekend,Morning,false,false,false
7,Weekend,Night,false,false,false
8,Weekday,Afternoon,false,false,false
11,Weekday,Night,false,false,false
1,Weekday,Morning,false,false,false
12,Weekday,Night,false,false,false
14,Weekday,Night,false,true,false
15,Weekday,Afternoon,false,true,false
4,Weekday,Evening,false,false,false
6,Weekday,Evening,false,true,false
18,Weekday,Evening,false,true,false
12,Weekday,Night,false,true,false
4,Weekday,Night,false,false,false
24,Weekday,Night,false,true,false
25,Weekend,Night,false,true,false
24,Weekday,Night,false,false,false
2,Weekday,Morning,false,false,false
18,Weekday,Night,false,false,false
18,Weekend,Afternoon,false,false,false
11,Weekday,Afternoon,false,true,false
25,Weekday,Night,false,false,false
16,Weekday,Afternoon,false,false,false
3,Weekday,Night,false,false,false
18,Weekday,Afternoon,false,false,false
14,Weekday,Afternoon,false,false,false
3,Weekend,Morning,false,false,false
6,Weekday,Morning,true,false,false
9,Weekday,Night,false,false,false
9,Weekday,Evening,false,true,false
1,Weekend,Afternoon,false,false,false
9,Weekend,Evening,false,false,false
19,Weekday,Night,false,false,false
25,Weekday,Afternoon,false,false,false
15,Weekday,Afternoon,true,false,false
16,Weekday,Afternoon,false,false,false
19,Weekday,Night,false,false,false
4,Weekday,Afternoon,false,true,false
7,Weekday,Morning,false,false,false
8,Weekend,Afternoon,false,false,false
15,Weekday,Morning,false,false,false
18,Weekday,Afternoon,false,false,false
